spotify_track_uri,ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,reason_start,reason_end,shuffle,skipped,offline
spotify:track:7p3XAxYOxflnVHHrotNizM,2024-02-02 09:08:30+00:00,willexmen,android,96460,SE,78.82.43.121,63635689,Big Wheels,Kevin Abstract,ARIZONA BABY,trackdone,trackdone,True,False,True
spotify:track:6wTo0Z5PVnIrvaDAXlixXD,2024-02-02 09:12:12+00:00,willexmen,android,221395,SE,78.82.43.121,63635689,По краю острова,Ploho,По Краю Острова,trackdone,trackdone,True,False,True
spotify:track:6OAENpvSxU5xxcEzj3zH4F,2024-02-02 09:19:00+00:00,willexmen,android,408507,SE,78.82.43.121,63635689,Down To Go (Live at St. Pancras Church),Phosphorescent,Muchacho De Lujo,trackdone,trackdone,True,False,True
spotify:track:4V0rrbFdfzLbcV3WOYjXXa,2024-02-02 09:24:31+00:00,willexmen,android,330827,SE,78.82.43.121,63635689,The Quiet Earth,Thomas Barrandon,The Quiet Earth,trackdone,trackdone,True,False,True
spotify:track:5PXyH5bb5fbVfO8LjByhBb,2024-02-02 09:27:43+00:00,willexmen,android,192360,SE,78.82.43.121,63635689,Hustle Bones,Death Grips,The Money Store,trackdone,trackdone,True,False,True
spotify:track:6C0xucNj75wRdlejwWIEW1,2024-02-02 09:40:47+00:00,willexmen,android,182645,SE,78.82.43.121,63635689,Club Foot,Kasabian,Kasabian,trackdone,remote,True,False,True
spotify:track:6C0xucNj75wRdlejwWIEW1,2024-02-02 09:42:44+00:00,willexmen,android,31727,SE,78.82.43.121,63635689,Club Foot,Kasabian,Kasabian,remote,trackdone,True,False,True
spotify:track:5vyR3lTiw4zz8B4PvnAO4c,2024-02-02 09:42:47+00:00,willexmen,android,3622,SE,78.82.43.121,63635689,Mount Sinai,$uicideboy$,High Tide in the Snake's Nest,trackdone,endplay,True,True,True
spotify:track:3jFCjIuQAveQdM1S7zPzJt,2024-02-02 09:46:43+00:00,willexmen,android,233454,SE,78.82.43.121,63635689,In Between,Surf Rock Is Dead,We Have No Friends?,clickrow,trackdone,True,False,True
spotify:track:1SAmV2IH8e6V7DdslipQRz,2024-02-02 09:51:11+00:00,willexmen,android,269960,SE,78.82.43.121,63635689,Unblessed,The Mary Onettes,Hit the Waves,trackdone,trackdone,False,False,True
spotify:track:7M9LKoGmelhGBj5jQACPd8,2024-02-02 09:54:00+00:00,willexmen,android,169016,SE,78.82.43.121,63635689,Sun's Out,Hoops,Routines,trackdone,trackdone,False,False,True
spotify:track:49vq8cIn1KoTUnHybbVvtk,2024-02-02 09:56:56+00:00,willexmen,android,175587,SE,78.82.43.121,63635689,Truth Or Dare,Heaven,Truth Or Dare,trackdone,trackdone,False,False,True
spotify:track:2R1rmOArCOXCXTdP0R8W7r,2024-02-02 10:00:52+00:00,willexmen,android,235853,SE,78.82.43.121,63635689,Ancient Water,Future Islands,The Far Field,trackdone,trackdone,False,False,True
spotify:track:2cAJVMHRt6uWMJ4UMyZC1C,2024-02-02 10:02:10+00:00,willexmen,android,78625,SE,78.82.43.121,63635689,Everything Everything,The Mary Onettes,Portico:,trackdone,remote,False,False,True
spotify:track:2cAJVMHRt6uWMJ4UMyZC1C,2024-02-02 10:02:27+00:00,willexmen,android,3159,SE,78.82.43.121,63635689,Everything Everything,The Mary Onettes,Portico:,remote,fwdbtn,False,True,True
spotify:track:34PIoWUkKuAUbGTozZsxvB,2024-02-02 10:05:51+00:00,willexmen,android,204387,SE,78.82.43.121,63635689,In Camera,Yumi Zouma,EP III,fwdbtn,trackdone,False,False,True
spotify:track:29QQWcxNfXVc5llbmmjcPF,2024-02-02 10:09:27+00:00,willexmen,android,215253,SE,78.82.43.121,63635689,Your Place,The Mary Onettes,Portico:,trackdone,trackdone,False,False,True
spotify:track:1KQymTxNJfWk6vCD5ywKW2,2024-02-02 10:11:39+00:00,willexmen,android,132024,SE,78.82.43.121,63635689,Da Art of Storytellin' (Pt. 1),Outkast,Aquemini,trackdone,endplay,False,True,True
spotify:track:6zTovyG6w9RwRieREabS1N,2024-02-02 10:16:14+00:00,willexmen,android,274600,SE,78.82.43.121,63635689,Shinning Ghosts,Burning Peacocks,Love Réaction,clickrow,trackdone,False,False,True
spotify:track:3ZjDJVyWwB4idjRoVpHMOC,2024-02-02 10:20:05+00:00,willexmen,android,231493,SE,78.82.43.121,63635689,Two Wrongs,Pale,Pale,trackdone,trackdone,False,False,True
spotify:track:3vI185ulMRxS1AC7T4lgK8,2024-02-02 10:22:22+00:00,willexmen,android,136432,SE,78.82.43.121,63635689,Cha$ing You,Basile di Manski,Cha$ing You,trackdone,remote,False,False,True
spotify:track:1rP49mvCTwdvZQNqKesUK0,2024-02-02 11:09:19+00:00,willexmen,android,150512,SE,78.82.43.121,63635689,Cola Falls,The Mary Onettes,Cola Falls,fwdbtn,fwdbtn,False,True,True
spotify:track:4XQkCmnqHSMwp6w7m3OtLw,2024-02-02 11:14:35+00:00,willexmen,android,314615,SE,78.82.43.121,63635689,Decay,Cymbals,Light in Your Mind,fwdbtn,trackdone,False,False,True
spotify:track:3mG9uOMTxsfUaOHFtrn47P,2024-02-02 11:18:16+00:00,willexmen,android,220681,SE,78.82.43.121,63635689,Filthy Believer,BEA1991,Good Thinking,trackdone,trackdone,False,False,True
spotify:track:19l8IWeLk5uWQo1miYn4G9,2024-02-02 11:22:18+00:00,willexmen,android,242000,SE,78.82.43.121,63635689,A Day With You,My Dear,Together We Go,trackdone,trackdone,False,False,True
spotify:track:0Hv70saVAUPxHSw3ThxIvv,2024-02-02 11:26:47+00:00,willexmen,android,268944,SE,78.82.43.121,63635689,Un écho dans le vent,MaMaMa,Je vous embrasse,trackdone,remote,False,False,True
spotify:track:6aeQnCrA3yNzLsHvVytJWm,2024-02-02 16:43:10+00:00,willexmen,ios,2123,SE,83.185.87.254,unknown,Ungefär,Z.E,Ungefär,trackdone,endplay,True,True,True
spotify:track:4PLNfHtJbMg6hEyFlXdrvG,2024-02-02 16:46:00+00:00,willexmen,ios,170896,SE,83.185.87.254,unknown,Agony I,Damazein,Agony,clickrow,trackdone,True,False,True
spotify:track:4PLNfHtJbMg6hEyFlXdrvG,2024-02-02 16:46:25+00:00,willexmen,ios,23094,SE,83.185.87.254,unknown,Agony I,Damazein,Agony,trackdone,fwdbtn,False,True,True
spotify:track:1JbkmK481biG7v6cxm1wY4,2024-02-02 16:46:33+00:00,willexmen,ios,8614,SE,83.185.87.254,unknown,We Don't Luv Em - Remix,HoodRich Pablo Juan,We Don't Luv Em,fwdbtn,fwdbtn,False,True,True
spotify:track:61STJKvB566dk6tNRmNk8U,2024-02-02 16:46:35+00:00,willexmen,ios,1996,SE,83.185.87.254,unknown,Buttons,Lil Poppa,"Half Man, Half Vamp",fwdbtn,backbtn,False,True,True
spotify:track:1JbkmK481biG7v6cxm1wY4,2024-02-02 16:49:48+00:00,willexmen,ios,193775,SE,83.185.87.254,unknown,We Don't Luv Em - Remix,HoodRich Pablo Juan,We Don't Luv Em,backbtn,trackdone,False,False,True
spotify:track:61STJKvB566dk6tNRmNk8U,2024-02-02 16:52:24+00:00,willexmen,ios,155031,SE,83.185.87.254,unknown,Buttons,Lil Poppa,"Half Man, Half Vamp",trackdone,trackdone,False,False,True
spotify:track:2pog8j1Dq6rzyWrkA3F6Zt,2024-02-02 16:53:40+00:00,willexmen,ios,76000,SE,83.185.87.254,unknown,Room Comfort (feat. Fridayy and Lil Durk),Rylo Rodriguez,Been One,trackdone,fwdbtn,False,True,True
spotify:track:426IbqxVPEXQPsN7JJTvGL,2024-02-02 16:56:32+00:00,willexmen,ios,173173,SE,83.185.87.254,unknown,Catch A Play,Action Pack,I'm Action,fwdbtn,trackdone,False,False,True
spotify:track:0oJwBPxzJWAMYIIKiKZz5n,2024-02-02 16:59:42+00:00,willexmen,ios,188354,SE,83.185.87.254,unknown,Do Me Like That,Real Boston Richey,Welcome To Bubba Land,trackdone,trackdone,False,False,True
spotify:track:3jFCjIuQAveQdM1S7zPzJt,2024-02-02 17:03:35+00:00,willexmen,ios,233453,SE,83.185.87.254,unknown,In Between,Surf Rock Is Dead,We Have No Friends?,trackdone,trackdone,False,False,True
spotify:track:1SAmV2IH8e6V7DdslipQRz,2024-02-02 17:08:06+00:00,willexmen,ios,269960,SE,83.185.87.254,unknown,Unblessed,The Mary Onettes,Hit the Waves,trackdone,trackdone,False,False,True
spotify:track:7M9LKoGmelhGBj5jQACPd8,2024-02-02 17:10:56+00:00,willexmen,ios,169016,SE,83.185.87.254,unknown,Sun's Out,Hoops,Routines,trackdone,trackdone,False,False,True
spotify:track:3C3susFUn2WusmfLjmtaD0,2024-02-02 17:11:02+00:00,willexmen,ios,5491,SE,83.185.87.254,unknown,PLEASER,Paris Michael,DIVA! DIVA! DIVA!,trackdone,fwdbtn,True,True,True
spotify:track:1wdUZfGOnuOOjjQq4Lk1Aw,2024-02-02 17:13:45+00:00,willexmen,ios,161959,SE,83.185.87.254,unknown,Gold Soul Theory,The Underachievers,Indigoism,fwdbtn,fwdbtn,True,True,True
spotify:track:2OakTFuAgwO1QMQJabMKBW,2024-02-02 17:13:48+00:00,willexmen,ios,3877,SE,83.185.87.254,unknown,Volt,Yung Lean,Unknown Memory,fwdbtn,fwdbtn,True,True,True
spotify:track:2g0TDC5vIiXo9lx3AUo2dB,2024-02-02 17:16:57+00:00,willexmen,ios,189231,SE,83.185.87.254,unknown,Lifestyle,SOB X RBE,GANGIN,fwdbtn,trackdone,True,False,True
spotify:track:57Rn2x6HLYlLheOmpxJWSo,2024-02-02 17:17:06+00:00,willexmen,ios,7267,SE,83.185.87.254,unknown,Gemini,Oliver Francis,Gemini,trackdone,fwdbtn,True,True,True
spotify:track:1c8Gyk9D3zkHmsGYKtJyGt,2024-02-02 17:17:10+00:00,willexmen,ios,4411,SE,83.185.87.254,unknown,Say Goodbye,I Killed The Prom Queen,Music for the Recently Deceased (Tour Edition),fwdbtn,fwdbtn,True,True,True
spotify:track:1CKhx6sSkUxzomXnYZqSMh,2024-02-02 17:17:15+00:00,willexmen,ios,4504,SE,83.185.87.254,unknown,TOKYO,BROCKHAMPTON,SATURATION II,trackerror,fwdbtn,True,True,True
spotify:track:5pEP0UY96JJ20rXBh2QSjs,2024-02-02 17:17:19+00:00,willexmen,ios,4620,SE,83.185.87.254,unknown,White Parents Are Gonna Hate This,SAINt JHN,White Parents Are Gonna Hate This,fwdbtn,fwdbtn,True,True,True
spotify:track:2Vh5AgfILYnMDQzdwkPUvP,2024-02-02 17:20:59+00:00,willexmen,ios,220395,SE,83.185.87.254,unknown,2 Quick (feat. Tee Grizzley & Payroll Giovanni),Peezy,2 Quick (feat. Tee Grizzley & Payroll Giovanni),fwdbtn,trackdone,True,False,True
spotify:track:0SGkqnVQo9KPytSri1H6cF,2024-02-02 17:21:08+00:00,willexmen,ios,6892,SE,83.185.87.254,unknown,Bounce Back,Big Sean,I Decided.,trackdone,fwdbtn,True,True,True
spotify:track:2TESenfLqUMufqoUUW8LtK,2024-02-02 17:23:56+00:00,willexmen,ios,168739,SE,83.185.87.254,unknown,Big On Big,Migos,Culture,fwdbtn,fwdbtn,True,True,True
spotify:track:2o49Twc3qrNMOt8gq9W06L,2024-02-02 17:24:01+00:00,willexmen,ios,5224,SE,83.185.87.254,unknown,Pictures Of You - Remastered,The Cure,Disintegration,fwdbtn,fwdbtn,True,True,True
spotify:track:6WZhyyH5Sgq2Coniznbk2B,2024-02-02 17:24:02+00:00,willexmen,ios,1950,SE,83.185.87.254,unknown,Psychobilly Freakout,The Reverend Horton Heat,Smoke 'em if You Got 'em,fwdbtn,fwdbtn,True,True,True
spotify:track:1zvuttqpzZYWyWJrTv71kB,2024-02-02 17:24:12+00:00,willexmen,ios,8452,SE,83.185.87.254,unknown,Amon Raw,Apathy,Handshakes with Snakes,fwdbtn,fwdbtn,True,True,True
spotify:track:0E2gTjYATqDoFj8lLLH4fe,2024-02-02 17:24:22+00:00,willexmen,ios,10448,SE,83.185.87.254,unknown,Thank God for Girls,Weezer,Weezer (White Album),fwdbtn,fwdbtn,True,True,True
spotify:track:2XiuEP75Grhtt5kXOK6PiT,2024-02-02 17:24:27+00:00,willexmen,ios,4063,SE,83.185.87.254,unknown,Greater Purpose,Marcus D,Greater Purpose,fwdbtn,fwdbtn,True,True,True
spotify:track:6w4MlvpuxtbjGdL9YeTx89,2024-02-02 17:28:37+00:00,willexmen,ios,251666,SE,83.185.87.254,unknown,Jazzy Belle,Outkast,ATLiens,fwdbtn,trackdone,True,False,True
spotify:track:4DugRzaP7bNZ0IQhPRNYIU,2024-02-02 17:31:35+00:00,willexmen,ios,176413,SE,83.185.87.254,unknown,Outlines - Radio Edit,Mike Mago,Outlines,trackdone,trackdone,True,False,True
spotify:track:7wmtiUjDliyuM6dA2OSAnZ,2024-02-02 17:32:01+00:00,willexmen,ios,24939,SE,83.185.87.254,unknown,"get high, breathe underwater (#3)",Teen Suicide,honeybee table at the butterfly feast,trackdone,fwdbtn,True,True,True
spotify:track:0qel5msFExtSgfmiaJMXDc,2024-02-02 17:34:40+00:00,willexmen,ios,159265,SE,83.185.87.254,unknown,Zone 6,Gucci Mane,Chicken Talk,fwdbtn,fwdbtn,True,True,True
spotify:track:14rZjW3RioG7WesZhYESso,2024-02-02 17:34:44+00:00,willexmen,ios,4063,SE,83.185.87.254,unknown,"Comptine d'un autre été, l'après-midi",Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),fwdbtn,fwdbtn,True,True,True
spotify:track:5lbCjKgdT9pvYjrtmSiRvL,2024-02-02 17:34:49+00:00,willexmen,ios,4551,SE,83.185.87.254,unknown,HOTTIE,BROCKHAMPTON,SATURATION III,fwdbtn,fwdbtn,True,True,True
spotify:track:2yDUBmNf2BYCVpNhy6WbfF,2024-02-02 17:34:55+00:00,willexmen,ios,5944,SE,83.185.87.254,unknown,Ambition of a Rider,Lud Foe,No Hooks,fwdbtn,fwdbtn,True,True,True
spotify:track:20bJBbPapGQ4bqs0YcA9xY,2024-02-02 17:35:01+00:00,willexmen,ios,6339,SE,83.185.87.254,unknown,Just What I Am,Kid Cudi,Indicud,fwdbtn,fwdbtn,True,True,True
spotify:track:1F8IWVxyW60Crr06qhEBsl,2024-02-02 17:38:44+00:00,willexmen,ios,223506,SE,83.185.87.254,unknown,Sunglasses at Night - Radio Edit,Tiga,Sunglasses at Night,fwdbtn,trackdone,True,False,True
spotify:track:6m6Oy3F6GG0zRwH03rWmTv,2024-02-02 17:42:36+00:00,willexmen,ios,231786,SE,83.185.87.254,unknown,Still Serving,21 Savage,Without Warning,trackdone,trackdone,True,False,True
spotify:track:0rBMP6VVGRgwnzZCLpijyl,2024-02-02 17:46:24+00:00,willexmen,ios,227426,SE,83.185.87.254,unknown,Canal St. (feat. Bones),A$AP Rocky,AT.LONG.LAST.A$AP,trackdone,trackdone,True,False,True
spotify:track:6J9FgTr3z44Bw6ABeVL415,2024-02-02 17:50:07+00:00,willexmen,ios,222333,SE,83.185.87.254,unknown,Pharsyde (feat. Joe Fox),A$AP Rocky,AT.LONG.LAST.A$AP,trackdone,trackdone,True,False,True
spotify:track:70LcF31zb1H0PyJoS1Sx1r,2024-02-02 17:51:26+00:00,willexmen,ios,77356,SE,83.185.87.254,unknown,Creep,Radiohead,Pablo Honey,trackdone,fwdbtn,True,True,True
spotify:track:3IY92tt5MSyDfiTRkDCbeR,2024-02-02 17:54:40+00:00,willexmen,ios,194374,SE,83.185.87.254,unknown,Closer,Freja The Dragon,Closer,fwdbtn,fwdbtn,True,True,True
spotify:track:1LRo9uBSlIxqAMpKdixMzr,2024-02-02 17:55:41+00:00,willexmen,ios,60952,SE,83.185.87.254,unknown,Seminole,NoMBe,Change of Hearts,fwdbtn,fwdbtn,True,True,True
spotify:track:3yDhZq8f17SmumVmEyCaRN,2024-02-02 17:55:44+00:00,willexmen,ios,3274,SE,83.185.87.254,unknown,Give It Up,KC & The Sunshine Band,All In a Night's Work (Expanded Version),fwdbtn,fwdbtn,True,True,True
spotify:track:2H2iKBOhsYjzOz0V204V39,2024-02-02 17:56:03+00:00,willexmen,ios,18692,SE,83.185.87.254,unknown,Miami Life,Ras Kass,Soul On Ice,fwdbtn,fwdbtn,True,True,True
spotify:track:18ws7xwM9GZ0HfEkXJZryU,2024-02-02 17:59:59+00:00,willexmen,ios,236842,SE,83.185.87.254,unknown,No Info (feat. YFN Lucci),Lightshow,No Info (feat. YFN Lucci),fwdbtn,trackdone,True,False,True
spotify:track:0VgkVdmE4gld66l8iyGjgx,2024-02-02 18:03:24+00:00,willexmen,ios,204600,SE,83.185.87.254,unknown,Mask Off,Future,FUTURE,trackdone,trackdone,True,False,True
spotify:track:2a7p6SDgiCNmZL3enXNwud,2024-02-02 18:05:38+00:00,willexmen,ios,132901,SE,83.185.87.254,unknown,Boss Up,Money Man,Black Circle,trackdone,fwdbtn,True,True,True
spotify:track:1zVRmM0Y7NukSFpkmWz1qG,2024-02-02 18:05:44+00:00,willexmen,ios,5921,SE,83.185.87.254,unknown,Deadcrush (feat. Danny Brown) (Alchemist x Trooko Version),alt-J,REDUXER,fwdbtn,fwdbtn,True,True,True
spotify:track:61Ph6Q4HYgWUVGulPszt9n,2024-02-02 18:07:36+00:00,willexmen,ios,110921,SE,83.185.87.254,unknown,5g,brakence,hypochondriac,fwdbtn,fwdbtn,True,True,True
spotify:track:3GVkPk8mqxz0itaAriG1L7,2024-02-02 18:07:39+00:00,willexmen,ios,3088,SE,83.185.87.254,unknown,Everybody Dies In Their Nightmares,XXXTENTACION,17,fwdbtn,fwdbtn,True,True,True
spotify:track:1Rd5OVjqDAr5xC96MHt448,2024-02-02 18:13:00+00:00,willexmen,ios,303972,SE,83.185.87.254,unknown,Daydreaming,Radiohead,A Moon Shaped Pool,fwdbtn,fwdbtn,True,True,True
spotify:track:6HOEvcvvRU6eMtI96SA2Es,2024-02-02 18:18:43+00:00,willexmen,ios,343733,SE,83.185.87.254,unknown,Purple Heather,Van Morrison,Hard Nose the Highway,fwdbtn,trackdone,True,False,True
spotify:track:2hJWZvTw4QVBwC14ZNs1Ib,2024-02-02 18:18:48+00:00,willexmen,ios,3624,SE,83.185.87.254,unknown,Flex Like Ouu,Lil Pump,Lil Pump,trackdone,fwdbtn,True,True,True
spotify:track:7xqVvINIZAzzNRh4MLzdf2,2024-02-02 18:18:52+00:00,willexmen,ios,3668,SE,83.185.87.254,unknown,Jesus Alone,Nick Cave & The Bad Seeds,Skeleton Tree,fwdbtn,fwdbtn,True,True,True
spotify:track:3MovpJkjUCiULg5Z7RG945,2024-02-02 18:18:56+00:00,willexmen,ios,2832,SE,83.185.87.254,unknown,Bicky Robby,Fat Nick,When the Lean Runs Out,fwdbtn,fwdbtn,True,True,True
spotify:track:6Qd2OmDq4rPFQi7qCHapTx,2024-02-02 18:21:50+00:00,willexmen,ios,174374,SE,83.185.87.254,unknown,LooseScrew,BONES,SparrowsCreek,fwdbtn,trackdone,True,False,True
spotify:track:2RnPATK99oGOZygnD2GTO6,2024-02-02 18:21:54+00:00,willexmen,ios,2293,SE,83.185.87.254,unknown,With A Little Help From My Friends - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,trackdone,fwdbtn,True,True,True
spotify:track:3iYYzy24uam6YzRgAbG0KD,2024-02-02 18:25:12+00:00,willexmen,ios,199013,SE,83.185.87.254,unknown,Cremosa,Banda Uó,Veneno,fwdbtn,trackdone,True,False,True
spotify:track:3uNFRvQVEIEsQgHdZFw6Dk,2024-02-02 18:25:19+00:00,willexmen,ios,5773,SE,83.185.87.254,unknown,La petite fille de la mer - Remastered,Vangelis,L'apocalypse des animaux,trackdone,fwdbtn,True,True,True
spotify:track:7j2GZtaW3TubNrmC5SaXZG,2024-02-02 18:25:25+00:00,willexmen,ios,5387,SE,83.185.87.254,unknown,Dark Green Rod,Ancient Astronauts,We Are to Answer,fwdbtn,fwdbtn,True,True,True
spotify:track:6km1CttFobu2QezdtOJ3qm,2024-02-02 18:27:22+00:00,willexmen,ios,116749,SE,83.185.87.254,unknown,I Think I Can Fly (feat. Snoop Dogg),Young Dolph,Role Model,fwdbtn,fwdbtn,True,True,True
spotify:track:1BxgLtC1Qz93QXKPzJsmZo,2024-02-02 18:29:22+00:00,willexmen,ios,121333,SE,83.185.87.254,unknown,No Talking (feat. Peezy & G.T.),Icewear Vezzo,Paint the City,fwdbtn,trackdone,True,False,True
spotify:track:320PoUyeENCT4sm7eJTOeI,2024-02-02 18:29:27+00:00,willexmen,ios,3345,SE,83.185.87.254,unknown,Overnight (feat. Trombone Shorty),Zac Brown Band,Uncaged,trackdone,fwdbtn,True,True,True
spotify:track:2Q9nA56DKKJhj4cHMbHlAS,2024-02-02 18:29:30+00:00,willexmen,ios,3227,SE,83.185.87.254,unknown,Ugliest,$uicideboy$,Long Term Effects of SUFFERING,fwdbtn,fwdbtn,True,True,True
spotify:track:1Nh5WUisukhSNgwXLRoyZf,2024-02-02 18:29:36+00:00,willexmen,ios,5990,SE,83.185.87.254,unknown,Coolin and Booted,Kodak Black,Painting Pictures,fwdbtn,fwdbtn,True,True,True
spotify:track:51DHGAvIbCO1HJMDjq45rT,2024-02-02 18:30:36+00:00,willexmen,ios,58235,SE,83.185.87.254,unknown,Don't Play,J-Live,The Best Part,fwdbtn,fwdbtn,True,True,True
spotify:track:5YIVVzQcJG7pFhyNo0Ytlh,2024-02-02 18:30:40+00:00,willexmen,ios,4458,SE,83.185.87.254,unknown,Door,Caroline Polachek,Pang,fwdbtn,fwdbtn,True,True,True
spotify:track:3EEr6l5PYelwkrvvKX7N0X,2024-02-02 18:30:43+00:00,willexmen,ios,3413,SE,83.185.87.254,unknown,Shut Up Kiss Me,Angel Olsen,MY WOMAN,fwdbtn,fwdbtn,True,True,True
spotify:track:6myUpr3GDR80Dg3zqNTmmG,2024-02-02 18:30:47+00:00,willexmen,ios,2879,SE,83.185.87.254,unknown,Another Day,Kid Cudi,Man On The Moon III: The Chosen,fwdbtn,fwdbtn,True,True,True
spotify:track:2aPTvyE09vUCRwVvj0I8WK,2024-02-02 18:32:53+00:00,willexmen,ios,124691,SE,77.107.46.110,unknown,Sundress,A$AP Rocky,Sundress,fwdbtn,unexpected-exit-while-paused,True,False,True
spotify:track:0YWmrHLItfjD7pJ8NzlXke,2024-02-02 22:34:31+00:00,willexmen,ios,2432,SE,77.107.46.110,unknown,Opa Opa,Antique,Opa Opa,clickrow,endplay,True,True,True
spotify:track:0DlVwIEyJyCjl1Nd4F0P0I,2024-02-03 00:31:13+00:00,willexmen,android,108694,SE,78.82.43.121,unknown,Naiad,Om Unit,Project Mooncircle 10th Anniversary Compilation,remote,fwdbtn,True,True,True
spotify:track:0rcLhYRihks3t4lFPtHhQV,2024-02-03 00:31:18+00:00,willexmen,android,4027,SE,78.82.43.121,unknown,She's Lost Control - 2007 Remaster,Joy Division,Unknown Pleasures,fwdbtn,backbtn,True,True,True
spotify:track:0DlVwIEyJyCjl1Nd4F0P0I,2024-02-03 00:31:33+00:00,willexmen,android,14760,SE,78.82.43.121,unknown,Naiad,Om Unit,Project Mooncircle 10th Anniversary Compilation,backbtn,endplay,True,True,True
spotify:track:2sNVzRzSVNPKHZnXmxJTry,2024-02-03 00:38:46+00:00,willexmen,android,22013,SE,78.82.43.121,unknown,So Loud,La Capone,Separate Myself,playbtn,remote,True,False,True
spotify:track:5PJbsnPWGcZWsNHdRpW3Wq,2024-02-03 01:05:33+00:00,willexmen,android,24120,SE,78.82.43.121,unknown,Who Want Smoke?,Nardo Wick,Who Want Smoke?,playbtn,fwdbtn,True,True,True
spotify:track:54dvNCGDZ52AEKGtDn7lkZ,2024-02-03 01:05:58+00:00,willexmen,android,10891,SE,78.82.43.121,unknown,Black Din,Street Sects,End Position,fwdbtn,endplay,True,True,True
spotify:track:3As7kDARhlt6qefejo291Q,2024-02-03 01:06:41+00:00,willexmen,android,9777,SE,78.82.43.121,unknown,In My Bag,Montana of 300,Views from the General's Helmet,clickrow,fwdbtn,False,True,True
spotify:track:3zkn7Y6v3TFKZRcdYFHmGA,2024-02-03 01:10:27+00:00,willexmen,android,222226,SE,78.82.43.121,unknown,Incredibright,Take,Only Mountain,fwdbtn,trackdone,False,False,True
spotify:track:4K4jGfSin5x4UEalCnVWXF,2024-02-03 01:13:31+00:00,willexmen,android,182442,SE,78.82.43.121,unknown,Check,Peezy,Mud Sweat & Tears,trackdone,trackdone,False,False,True
spotify:track:32PWtlzKyvr3HcvJp1JFF5,2024-02-03 01:19:27+00:00,willexmen,android,352506,SE,78.82.43.121,unknown,Mamacita,Outkast,Aquemini,trackdone,trackdone,False,False,True
spotify:track:2vjgepbkQg5jH8ujrKEOin,2024-02-03 01:22:22+00:00,willexmen,android,172026,SE,78.82.43.121,unknown,Da Art of Storytellin' (Pt. 2),Outkast,Aquemini,trackdone,trackdone,False,False,True
spotify:track:4gT1faTjrtFRFTsr2bqqYV,2024-02-03 01:26:26+00:00,willexmen,android,244599,SE,78.82.43.121,unknown,Therapy,Moderat,II,trackdone,fwdbtn,False,True,True
spotify:track:7GIQDECN4gG0K1jjL6HmkT,2024-02-03 01:26:28+00:00,willexmen,android,1117,SE,78.82.43.121,unknown,Cascades,Indian Wells,Where The World Ends,fwdbtn,fwdbtn,False,True,True
spotify:track:6zTovyG6w9RwRieREabS1N,2024-02-03 01:26:30+00:00,willexmen,android,1005,SE,78.82.43.121,unknown,Shinning Ghosts,Burning Peacocks,Love Réaction,fwdbtn,fwdbtn,False,True,True
spotify:track:1rP49mvCTwdvZQNqKesUK0,2024-02-03 01:30:39+00:00,willexmen,android,243666,SE,78.82.43.121,unknown,Cola Falls,The Mary Onettes,Cola Falls,fwdbtn,trackdone,False,False,True
spotify:track:4XQkCmnqHSMwp6w7m3OtLw,2024-02-03 01:30:42+00:00,willexmen,android,1006,SE,78.82.43.121,unknown,Decay,Cymbals,Light in Your Mind,trackdone,unexpected-exit,False,False,True
spotify:track:6LkCvCc9oFoLDv4DLhzTox,2024-02-03 11:31:47+00:00,willexmen,ios,90069,SE,77.107.46.142,unknown,My Number One,Helena Paparizou,My Number One,clickrow,logout,True,False,True
spotify:track:5bsDNWYYyaRCBIDwX5PLfb,2024-02-03 23:22:48+00:00,willexmen,ios,6912,SE,77.107.46.142,unknown,Runden,Gola Gianni,STERBE FINESSEN,clickrow,fwdbtn,False,True,True
spotify:track:2w9qzyf7mmwNETboe6jSyn,2024-02-04 00:08:44+00:00,willexmen,ios,17514,SE,77.107.46.142,unknown,Veteran,Gola Gianni,Veteran,fwdbtn,endplay,False,True,True
spotify:track:1tOKGkuIBoITNHhUrgbFco,2024-02-04 00:13:50+00:00,willexmen,ios,285361,SE,77.107.46.142,unknown,Shoppen,Gola Gianni,Shoppen,clickrow,trackdone,False,False,True
spotify:track:5QO3UJc1gF1ummP75n2b3R,2024-02-04 00:13:53+00:00,willexmen,ios,1626,SE,77.107.46.142,unknown,Goca Dünya,Altin Gün,On,trackdone,endplay,False,True,True
spotify:track:1tOKGkuIBoITNHhUrgbFco,2024-02-04 00:20:36+00:00,willexmen,ios,145777,SE,77.107.46.142,unknown,Shoppen,Gola Gianni,Shoppen,clickrow,trackdone,False,False,True
spotify:track:5QO3UJc1gF1ummP75n2b3R,2024-02-04 00:35:09+00:00,willexmen,ios,28292,SE,77.107.46.142,unknown,Goca Dünya,Altin Gün,On,trackdone,logout,False,False,True
spotify:track:5QO3UJc1gF1ummP75n2b3R,2024-02-04 02:17:01+00:00,willexmen,ios,3712,SE,77.107.46.142,unknown,Goca Dünya,Altin Gün,On,appload,endplay,False,True,True
